country,year,gross_output15,gross_output16,gross_output17,gross_output18,gross_output19,gross_output20,gross_output21,gross_output22,gross_output23,gross_output24,gross_output25,gross_output26,gross_output27,gross_output28,gross_output29,gross_output30,gross_output31,gross_output32,gross_output33,gross_output34,gross_output35,gross_output36
DEU,2014,232815417266,18711714934,15962459274,11121872911,3601682763,32050691306,49147243222,24914459908,133601242937,234379767954,99205288840,59750495576,127171893471,165336039568,363289547266,23123137268,135998256089,32082673340,33270447237,456822543454,53892968156,65113019329
DEU,2015,191222409192,16695336042,13476824387,8178590581,2867492034,27855209554,41540094426,19998026295,90123984303,197895880336,85220462364,48303295994,107283906665,137133657935,306476511290,10372598478,110966337473,36156678777,38295476725,411232516949,47786137310,57088584025
DEU,2016,195741419027,15640544458,13500362049,8556416295,2877875249,26618328263,41876364542,21008809636,83860803578,195298301502,87624485294,50114875600,100249549589,142523467709,315379391078,15536636563,112418542291,35273070156,39125745861,424779564674,49968638867,59494047434
DEU,2017,199677141673,16070709738,13872032473,8603589831,2919888278,27221750806,43416191894,20604305873,79392083673,193793639747,91923458794,51463212949,113889502816,150938415253,330718602066,13428763580,116699512034,36568657366,45896078772,394995137464,47770614505,61652676751
DNK,2010,24277292787,1691775078,942023226,512458490,1030704344,1986008533,1591931750,1597493428,13880700571,15386864660,3902232325,3136325474,1425217355,6896208349,20671940011,647448674,2965770691,2545422835,1565047581,1147403875,1047163259,7249983627
DNK,2011,27192611343,723173001,1009333577,584256082,1504839690,2043785930,1821324737,1576936365,22310000869,17107462472,5651463531,3802938369,1775250305,8602858475,25824536141,1217115345,3339696587,1657673999,2477051979,1363079169,1007668203,8381530612
DNK,2012,27304001677,665405891,951589540,4390377115,32769121,1962806033,1582298784,1446082040,24114764643,17840921797,4675575048,3501927004,1509178607,7769494319,25837615314,934670932,3239645085,1264032944,2856479402,1152701977,836704852,8110166918
DNK,2013,29986236618,852511698,1093923890,4087325122,51522514,1909652821,1699180691,1399739201,22824403604,19217500125,5169647192,3525839874,1525756930,7815221565,24322610312,1032192806,3077939049,1529515677,2606876495,1082636752,639649375,8584236675
DNK,2014,28748268281,1795803815,1070973812,3462541187,62428093,1953335191,1686089744,1437572919,20916525427,21892867449,3689101591,3731340146,1679714080,8326313572,24208154238,1383171542,3440850549,1919109862,1990159695,1212167571,672629494,8680868765
DNK,2015,23523610184,1425021643,884457942,2691369946,49001058,1643863499,1432005874,1106293103,12661411630,20367921327,3119548941,3093496367,1459832484,6920900047,22480397461,568180806,3056357739,1980557806,2097714944,1010397346,678143562,8145871250
DNK,2016,23809048130,1309047508,918301912,514173861,37824793,1646152668,1430816694,1071370715,7249973925,21027819580,3152951051,3415844217,1372531227,7399171031,23693140595,840466900,2914278578,1908125212,2116538816,1110522618,728071913,8227875771
DNK,2017,24935203843,1408546590,932459332,564297290,789717050,1604794464,1464311535,1106513898,10963982279,23366798273,3392768578,3696378393,1506557902,7787167236,23655086324,743171928,2998470235,2023775268,2539971544,1156420851,797947241,8142261050
ECU,2010,8890672927,34743872,379292790,240738188,168701351,321144924,986831045,314387579,5065923806,1500063689,1244137975,1116884087,893824441,480024722,76180965,3378353,427355220,13281884,8166337,818444017,16657952,235799662
ECU,2011,8506620167,28861935,605200361,290601778,196739746,366647434,1004067952,354437571,220496603,1150733787,1238005846,1247625416,1344623831,615117870,267670858,7612470,396692835,10367953,15492768,1125182546,53651014,334177805
ECU,2012,9650105625,41370114,524616438,263232478,169306765,295326403,1191633605,335669557,5019054415,1528377041,1318099445,1488121155,1273138647,625644125,152049436,5004071,650186904,6767420,15293111,1171065165,1330565,386310949
ECU,2013,11015584624,39968880,545753270,297865554,209129460,301208259,1232595311,346772568,4628998708,1748167847,1302000793,1458547806,1206072970,569899444,122691891,12895978,612274829,19109415,32569713,919067953,191519880,375474116
ECU,2014,11685477721,43537064,535600967,273877362,201982924,381042766,1344798356,359071980,4155844976,1941685760,1392799280,1477080208,1297203937,482952302,139204694,40581148,599963111,56305151,58389696,1065476507,110497253,449749401
ECU,2015,12409958593,35783700,441880987,261521205,201766117,401755947,1418395924,286690714,4259946938,1751966818,1329571159,1771087136,1195225981,547173882,281618169,17924696,657715779,62481691,66177708,897391004,99105758,397579908
ECU,2016,12204719858,32119230,331427933,183896294,132134890,387594609,1273966656,273217437,3697721967,1638012045,1128916003,1187237636,970025297,555238606,266240099,35388006,531330827,80341947,89117238,486155641,109997863,320453134
ECU,2017,12433087637,32720227,337629424,187337257,134607323,394847059,1297804396,278329726,3766911638,1668661595,1150039637,1209452552,988175859,565627915,271221832,29223220,541272787,79579472,99877490,495252309,112056080,326449271
EGY,2010,9888861022,902762266,2200090076,1213461431,81901222,61169243,1317410902,494108887,16473816615,6737563864,1545926915,5350192096,6938795360,1276111480,778796583,78948955,3394345514,310385182,190839640,1747159478,220576765,703475827
EGY,2011,11499902913,893116234,2420823594,1343265977,42352484,63103970,1412485917,422787750,20579511322,8586283809,1558430988,3932797479,9095985591,968744248,784288201,70524071,2480133757,96051635,143529362,1767531774,160992532,1711419270
EGY,2012,12637855681,948507263,2266494971,1262692828,30964201,73621983,1570961672,317733912,21271920778,8412033868,1485464307,4443244764,10949033843,1082611990,969568819,151322285,2227798677,204645664,462461147,1746318315,182910897,435992017
EGY,2013,12623364688,922297562,2186913428,1229005906,31935753,73157238,1617598440,344052719,20301370168,8052979735,1364195435,4935381951,7457883433,1552758276,939650890,117153627,2297716920,173599650,295879835,1774356672,141576563,314158646
EGY,2014,14874273360,981315159,2324058874,1478538727,40577263,83197730,1562268698,315173528,23835583882,10909290270,1484819662,5583137328,8140885714,1554086133,1066855346,67149117,2946340212,93167427,96616698,2199164435,120377376,249833807
EGY,2015,14690035492,849326859,1845599901,1164315643,25591392,56133730,1402399581,917231615,14236926521,7514524672,1375419990,5238422375,6795105040,1385869646,811010500,54838551,2589519686,191155560,202463101,2075466198,339415347,891626126
EGY,2016,13283948169,768031771,1668944465,1052870747,23141859,50760773,1268165987,829436882,12874209467,6795256302,1243768803,4737015874,6144697418,1253218248,733382942,70056979,2341658419,159051461,176423742,1876808631,306927500,805108126
EGY,2017,9979941668,577005584,1253841719,790998919,17385976,38135466,952745555,623137910,9672113882,5105128434,934416481,3558817115,4616377678,941515644,550974672,42665125,1759237098,116183917,145818484,1410005551,230587963,604860244
ESP,2010,117648879528,1293432810,6934818584,7494255309,5148302354,8704646613,15900773868,10209854912,42255627666,60198530696,22963400050,27562595607,39312624785,43139150647,29790541898,1020579061,22341316371,4012372490,2466998321,63016773835,16974882034,14106575059
ESP,2011,133479712839,1381237325,6998909016,8031222143,5759186913,8786621619,18050614516,9763468527,57251287612,67372298252,25601268346,27345886789,44294818579,44809447896,32350229465,1349935837,22536855933,1838571461,2747365934,70345238747,16414843310,13436203468
ESP,2012,124594050266,1293470092,6306100265,6167977654,4633853017,7045024243,15852236038,7618971500,62022448097,63321188363,21932713870,20605323952,37597489369,37007095508,29774994050,905541308,19347444539,1224638541,2767455376,58689517353,14724384861,11171356964
ESP,2013,128542446404,1338761122,6642156700,6137216451,5148846262,6637774766,16194587875,7481687004,59497925986,63595336961,23116632743,19654814183,36174699872,36057059955,30091786598,926616432,17378534685,1373071341,2340235839,64904621733,15620473492,10490746245
ESP,2014,132493951859,1324743178,6764615221,5574800429,5734406831,7016296135,15242573020,7527884617,55338179752,64532042308,23241977866,20068167556,36621419603,37658925026,31914702442,1193270173,18142679809,1655627294,1716922400,71662834619,16377991099,10954703869
ESP,2015,115467597438,931394228,5916871012,5075754912,5052353495,6529519366,13470614047,6279868337,34944474574,54350367541,20794667628,17536785187,29870604751,33529194952,28203457049,523654625,16865577785,1825348983,1933324959,68180098262,16329454493,9359081643
ESP,2016,117655621525,897863481,5977976301,5130443067,4838308251,6616558096,13319174589,6286924840,30418402806,53264973581,20209504730,18000409276,27149611706,33997910237,28421687429,775792330,16993036558,1761293520,1953669538,70891281000,16479893357,9718760996
ESP,2017,127127319953,852493303,6469257621,5001143795,5151921637,7523352226,14661757708,6119809054,40948414295,57333188871,22200774164,19618051447,33066597272,38725057669,31069183461,647801689,18357285629,1764066951,2214020465,74985269417,17097758951,10074408636
FRA,2010,189779155864,1396473090,9637703583,9103430921,4133661037,13793085698,22264898119,13844605030,78573462509,123855136014,44042009707,32587063313,41416206463,67011765442,82862212476,5418073404,32584150614,21300974606,13096856966,82993465000,50056355291,22362772097
FRA,2011,215342354761,1619506363,9962118571,8734908355,4933169229,15757309825,23833156091,14581396105,101845403174,135871159104,50844995257,38481833878,44049878016,75239347445,94645759592,9554321180,36929472084,13012694208,19444788268,89914576252,55901190346,24183608384
FRA,2012,204981278564,1447524940,8488052323,7849218933,5089336420,14124354538,21529653821,12179972618,89277828736,124798986930,39873235062,34183225888,36469252983,67824882652,88183385210,7130466508,32388402351,9643120659,21791659507,76391184798,58316265086,22094991628
FRA,2013,216091945725,9905960222,8553306805,7568786936,6215154460,14046038607,22011687812,11803218437,69613589644,127886679846,39796909273,35054483328,35885252358,68696649711,88936067948,8422409213,32329562258,12480426967,21271394722,73741800577,63868983840,26432128493
FRA,2014,226835042636,1588763100,9016346551,10381820700,6330640637,15207016827,22230742798,11720229619,59231343808,133955216409,39738050818,36325957139,36344399250,69825443776,97896995082,10105105883,33093770564,14020537410,14539609751,95086580126,70081104241,26588128746
FRA,2015,188780688310,1223411485,7623392208,7734963889,5494316588,12265279456,19017388191,9678935838,40734023859,109434499698,32263970757,28423716727,29404796724,59039282901,81360247299,4171267400,27354132337,14540153638,15400256164,86288606267,63995810432,22056251633
FRA,2016,186346663846,1262782941,7554021800,6757150105,6132948284,12456819029,18622619699,9599185872,35500837910,109395213197,32506152106,28224570951,27399934737,58602266505,78284134637,6041407850,27654129299,13715903185,15214012841,92790655229,124977237474,22540167247
FRA,2017,206739600842,8081318943,12358429783,7760337256,6521996466,12377548949,20523733142,8941432186,41077328905,118702226850,36548467033,30873666712,31840653936,61155152021,84525866101,4689784523,38795263880,12771028570,16028483829,107200839224,123241116299,26186694910
GBR,2010,131235490515,15418291587,7832020566,3459306887,1195871988,10114675184,15742511200,15564892378,60139291786,81410889366,28706494237,20542435420,27396762526,44065936670,62324522381,3976346213,19266237165,15632872313,9611836850,62705736648,40831964331,22456335195
GBR,2011,143486623819,9997443801,8221304830,4142495790,1362013455,9789532859,16506852644,17742050300,70826231073,85917535060,32637012560,21784151075,30549981645,48387425553,72514875382,6844488849,20732777943,9321985176,13929784647,77648394954,42848985396,22221886292
GBR,2012,142634488762,10269761175,7938122430,3467780923,1268731623,10036621028,15630440885,16814503653,85355080024,67509458470,32790018825,20618393435,26272927677,49331305821,72400959109,4994796582,21877902010,6754877266,15264766521,80386088039,45164152504,22915432660
GBR,2013,147787902587,8838875728,7700364798,3958984842,1489249568,10411470330,16090986268,15512121300,77740769378,68440161199,32177590943,18544789984,26391332063,49774820911,72066164797,5662258648,21384016665,8390402763,14300437759,85978708352,48500384873,23258954651
GBR,2014,156268587426,8359639250,8193180687,4823614635,1469965448,12474942776,16663058636,15878733026,68819771682,66527677151,35952209580,19796915880,28368133902,55294683957,77916530188,7737059994,20738293655,10734943339,11132375478,92213216858,51145701782,24432970112
GBR,2015,143333697586,7326657132,8086820598,4697065030,1208282462,11932010918,16576069182,15727410418,44202998362,58503000833,34316729560,22387711537,23763885183,52324193238,71946037240,3357385430,19408259328,11703133675,12395416239,92052363188,49408728702,24930251077
GBR,2016,131435799589,6308773303,7473013750,5216725241,1421023410,11275907279,15070946870,13630227300,54385921386,45530169295,29616435990,20186209076,21388818408,44055263696,70027363698,4272566416,17257195356,9700074681,10759558358,87659973794,55591407793,22643871722
GBR,2017,123116841899,6964216275,8306218935,3098683690,1302701773,10836591948,15545206228,13139845302,57177169240,54840178735,29826069285,20563980337,20832285135,44482765431,65562476864,3341867061,17141596964,9100435106,11421646748,86033723085,64131378435,21216347335
GRC,2010,16795423177,3204620639,1111324459,1985841935,309517972,1030269751,1371044045,1257143630,17127455979,2663152592,2418796296,3853015318,6251945248,5253858912,2090603871,90436988,1918826095,355549999,218609128,320775579,571356666,2619275311
GRC,2011,16806583200,903327683,1146999709,1557228282,188919232,858129836,1370672338,1059560317,20173071167,4079904950,2492788611,2623878335,7490459933,4533366833,2123986021,103094633,1769501879,140411748,209816404,264959590,478345193,1886547596
GRC,2012,15564040913,475912694,886682894,1301950147,150842743,557886881,1265074607,845053427,23155518070,3516922926,2187990687,2037533437,6009682466,3843534579,1840307195,93029533,1791096938,125811546,284310700,201080825,350638697,1104852439
GRC,2013,15951877424,606512022,795715099,1196427283,135695115,410271935,1411521307,720830560,22795718807,4672851317,2297655608,2200996006,5321452578,3950029144,1806524221,98054923,1472199162,145298961,247644697,201418289,382654940,912158666
GRC,2014,16632458770,664560691,759024076,1358442235,192243644,420839812,1597121584,865693464,21869075825,4311617870,2158196958,2259294130,4713352772,3779995911,1840046414,123994140,1377016501,172038224,178407473,134530757,332479367,842342950
GRC,2015,13971024902,621853730,691946760,944148495,165583666,344365220,1375464506,660671065,13646401124,3920218121,1825856614,1902603978,3978333381,2900542277,1555022438,50464076,1205222763,175907069,186312606,103032302,366102935,738638443
GRC,2016,13775905126,681832035,685371668,880496883,173112767,355295992,1365655064,632940110,11436504118,3663796149,1782231828,1981892240,1669846827,2679542166,1428927030,74143411,1001841756,168328951,186714560,92806144,219792372,793442722
GRC,2017,14342960531,650892415,687516383,920106784,159229751,378410101,1441857478,639060055,13712351749,4031679114,1887317682,2066380606,1798743912,2823426268,1522655601,65222029,1149203781,177609951,222912212,105477028,226392465,801221739
HKG,2010,3448159827,286088589,498766470,1532596738,117775699,301264237,1086708488,1044408013,376301812,1353426950,121362766,195974765,5575191570,3337218712,1315921487,83947899,658387960,330038363,202923355,1296167969,469579504,654949126
HKG,2011,3810552986,265500632,782849594,752350816,151570211,385289912,1205713502,1063428326,475344106,1549588900,137075974,227636417,7833761435,4581448920,1102885260,73843785,797471313,100572984,150285587,1189923936,426358372,678838777
HKG,2012,3965058614,285486388,765987734,766162999,171020507,470733339,995463009,1052002978,544339318,1700398522,142264987,239983288,6019140872,3815296858,1246458435,42281696,871697956,57181040,129218519,1180695492,432542806,796925894
HKG,2013,4217585246,252244677,663460585,627153084,226588817,631811902,917837625,1031105128,642295231,1473955647,161782562,277149643,4064526782,2729568111,1182316765,44289433,656900416,65628613,111856120,1174567274,413874039,1051217570
HKG,2014,4147687215,221881885,347585803,331669267,226500617,546810478,765956420,825592186,591564969,1694720059,144570154,271721009,3950273593,2628325258,1057860211,58796809,581954985,81578845,84599081,1063266691,360017546,1100153502
HKG,2015,4430295459,226459348,284360424,287252458,190200375,492407440,707426307,745793993,622520266,1374786339,184233331,365239823,5060254851,3457950470,1089107421,21795168,552953822,75973333,80467430,1044816539,351837461,962182170
HKG,2016,4394683481,210939956,303206888,333979494,173720667,513297759,641382163,596145615,569803075,1308125866,178700963,345508669,7050782275,5013632037,1138803953,35718666,460313385,81092650,89949936,1106466357,360546300,958123164
HKG,2017,4424960907,250301943,290764703,356056270,194229151,509494411,791607931,464631828,592748543,1327905357,194098462,323707700,7239889956,5006944460,1129158334,34522080,430642291,94009110,117987638,1173176244,342883339,966293282
HRV,2010,5765031027,316394174,343324886,502771457,466678222,642910136,462995800,618418006,39470520,1994838315,747748595,1284096558,484178733,1610278699,1768702718,60798035,1032340423,239025445,146964264,148154669,1418076282,661434471
HRV,2011,6298348388,320013882,377899911,544023713,522661479,711842728,510100358,658353590,39922082,2088880718,835778939,1291451514,596979530,1708247768,1733001926,78395565,1080382008,106772369,159549290,171378795,1071733968,640786733
HRV,2012,5547239864,278386617,334356473,460136520,433290338,664004805,433036334,588413536,34729036,1851005728,748295128,1124001332,544166855,1635572378,1710697859,45097371,964752358,60988911,137823598,161634496,786928584,590010037
HRV,2013,5713904938,254367519,330911606,434814580,398076208,788204660,440189101,602561667,31732627,1821537000,773380509,1144871233,506970523,1809767602,1404639186,101906359,994608300,151006065,257371772,173927234,489694963,600399658
HRV,2014,5649208747,200446055,350715054,480840233,568218553,898681231,474388435,594435616,35853355,1871854757,811266204,1164553731,496920322,1812707534,1480071118,126442124,1038861097,175434731,181929725,192254572,558979431,589967906
HRV,2015,4785152131,157304841,296713007,458745923,481237927,792555127,426816747,517553903,28136779,1664535576,757087467,1032229397,295588385,1609948611,1410629800,58729835,935989277,204719752,216829664,183010989,582840306,532383808
HRV,2016,4807707328,170511270,277025826,519928916,494660292,878779134,496900084,535899700,32602287,1610745241,833544422,1082900798,248463486,1868480412,1582518047,97619479,942812140,221627039,245834093,186746381,461231797,2598268536
HRV,2017,5094301231,180675677,293539708,550922578,524147657,931164341,526520966,567845402,34545753,1706763932,883233127,1147453971,263274729,1979863044,1676854077,83850156,999014441,228337302,286578386,197878584,488726445,2753153994
HUN,2010,11348452191,698158409,395711426,454796509,474138315,956357825,1631067481,927212682,9881524472,7890249874,4508486946,2348170278,3054277485,3991160882,7937941612,2803107168,4616721228,11020322197,6775820647,17505494636,529116601,1764075465
HUN,2011,13294513628,191614837,509814984,509814984,660577951,981557130,1850563123,993229076,12097996817,9626457313,5501805476,2547129517,3857030415,5090090398,10652757563,4738646923,4557765599,6453892664,9644011790,21962619681,642097312,1971729284
HUN,2012,12786386885,788837366,516425670,422238095,534800635,866191970,1655928781,877756616,10933858012,9485579903,5222722621,2204350020,3224094859,4464339003,10365778027,2770859339,4155562789,3747262667,8468116807,19892348328,528889830,1838647216
HUN,2013,13350423288,670593470,482673360,425076346,612996491,904830028,1730165655,894611245,10257306824,9846032544,5448755001,2301756018,3252636961,4714724849,10453322255,2605587942,4374318827,3860991457,6580598045,23893459845,580083931,2052264088
HUN,2014,13148747796,591933231,528094681,402673853,724255544,997792384,1825437127,933024805,9807909072,10309061704,5788469908,2501382277,3334866738,5007940786,10721424263,3231271056,4699366041,4483293619,4649275397,28697745747,747083465,2191878235
HUN,2015,11364678296,514165018,466666070,329718167,665651151,917018249,1642487000,807926038,6282290818,8914265257,5396457627,2394146761,2900987175,4554904997,9323111346,1348244632,4210537621,4699694890,4977698793,27752814298,591406299,2098058894
HUN,2016,11627088207,514856692,494501418,347921012,706019688,964996834,1754318398,804477446,5787878602,8631427763,5551359130,2416751279,2829610042,4763697064,8194120094,1972133498,4389446558,4477365675,4966402719,27751596703,626700330,2277361422
HUN,2017,12532729579,559831832,595884589,367174870,737842392,1099045952,1862012558,885095311,6889908304,9623158642,6071060071,2764571013,3696534834,5441488680,9177682053,1738827315,4870165043,4735103120,5942866965,29097959467,764769241,2438406075
IDN,2010,50627157952,12420481918,12604213627,6993456733,3986204411,4081534369,12279860249,1691722948,704058405,35205458909,27382935097,5750426397,14977640063,7932408212,2770579916,924579184,7132708341,3634952178,2234942280,16357743183,9180107370,4055870280
IDN,2011,75277476083,13828706996,17629356243,7293713546,5711972003,4528869990,14841311621,2743805837,577099524,40818405066,32074643637,7417115457,10351385672,9066320964,3695557278,1546758263,8257049028,2106637605,3147935511,22935597133,9658844839,5000029691
IDN,2012,78505867550,17159866094,14982763418,7669171781,7293699780,5420365118,14531310946,1843215380,646385640,39144690453,24966942754,10106250546,12707403309,12474671761,4554793035,980558586,11939533988,1326090621,2996718211,20904346662,11381600564,4177567657
IDN,2013,88826052493,19001862573,16438911836,9068252307,5553234528,4853185101,14283841334,1643195860,1542788267,45579707465,19667277992,7853602645,12638896152,9389734226,4403994356,1818993041,12308499982,2695405700,4593996562,17873601947,9632151384,4751020266
IDN,2014,80794653549,16190273399,18117301719,8600324180,4428494120,4650666951,12479027540,2042840698,574264558,37749408232,26396652329,10312602479,14279590853,8420685947,5527976958,2135981342,15271178224,2963611333,3073330998,17467930456,8663619406,5257347105
IDN,2015,79332803720,15397081019,21406049123,11033785611,6248573992,5248969280,11090138859,2387339291,524181099,38638910032,25054439277,11310415115,12685328087,5739284578,5810420614,1438595146,10172596244,5014637626,5311271527,26866574259,6552997207,5862017361
IDN,2016,85946426368,16680667114,23190576136,11953623193,6769489787,5686552480,12014674360,2586361139,567879744,41860063935,27143116334,12253314067,13742847413,6217743181,6294809511,2201784040,11020640303,4998744908,5544729224,29106320941,7099291409,6350707650
IDN,2017,92944171115,18038804452,25078749260,12926885345,7320660598,6149550704,12992907290,2796942263,614116425,45268303869,29353104669,13250977004,14861787925,6723990869,6807331929,1930144588,11917939133,5256090459,6596740464,31476153092,7677314617,6867781285
